id,name,description
57,Đếm số lượng sinh viên theo điều kiện điểm,"Quản lý danh sách điểm quá trình của sinh viên gồm: mã số sinh viên, lớp, họ tên, điểm quá trình 1, điểm quá trình 2, điểm trung bình, yêu cầu như sau:\\r\\n* Viết hàm nhập n sinh viên (1<=n<=1000"
58,In danh sách thông tin sinh viên theo điều kiện,"Quản lý danh sách điểm quá trình của sinh viên gồm: mã số sinh viên, lớp, họ tên, điểm quá trình 1, điểm quá trình 2, điểm trung bình, yêu cầu như sau:\\r\\n* Viết hàm nhập n sinh viên (1<=n<=1000"
59,Đếm số lượng sinh viên theo điều kiện điểm,"Quản lý danh sách điểm quá trình của sinh viên gồm: mã số sinh viên, lớp, họ tên, điểm quá trình 1, điểm quá trình 2, điểm trung bình, yêu cầu như sau:\\r\\n* Viết hàm nhập n sinh viên (1<=n<=1000"
60,In danh sách thông tin sinh viên theo điều kiện,"Quản lý danh sách điểm quá trình của sinh viên gồm: mã số sinh viên, lớp, họ tên, điểm quá trình 1, điểm quá trình 2, điểm trung bình, yêu cầu như sau:\\r\\n* Viết hàm nhập n sinh viên (1<=n<=1000"
61,Tính giá trị biểu thức đệ qui 1A,
62,Tính giá trị biểu thức đệ qui 1B,
63,Tính giá trị biểu thức đệ qui 1C,
64,Tính giá trị biểu thức đệ qui 1D,
65,Tính giá trị biểu thức đệ qui (hai biến) 2A,
66,Tính giá trị biểu thức đệ qui (hai biến) 2B,
67,Tính giá trị biểu thức đệ qui (hai biến) 2C,
68,Tính giá trị biểu thức đệ qui (hai biến) 2D,
70,Tính tổng trên mảng vuông,"Cho mảng vuông kiểu số nguyên gồm m dòng và m cột. Viết hàm tính tổng các số chẵn trên đường chéo chính. Sau đó hoàn thiện chương trình theo yêu cầu như sau :\\r\\n\\r\\n**Input**\\r\\n----------\\r\\n* Dòng đầu tiên gồm một số nguyên dương m (1 < m <= 150)\\r\\n* m dòng tiếp theo mỗi dòng chứa m số nguyên dương là các phần tử của mảng ở hàng i (0 <= a[i][j] <= 99, 0 <= i <= m, 0 <= j <= m)\\r\\n\\r\\n**Output**\\r\\n----------\\r\\n* Giá trị tổng các số chẵn trên đường chéo chính.\\r\\n\\r\\n**Ví dụ:**\\r\\n----------\\r\\n\\r\\n**Input**\\r\\n```\\r\\n3\\r\\n9 1 74 \\r\\n61 8 71 \\r\\n8 46 94 \\r\\n```\\r\\n**Output**\\r\\n```\\r\\n102\\r\\n```"
71,Tính tích trên mảng vuông,"Cho mảng vuông kiểu số nguyên gồm m dòng và m cột. Viết hàm tính tích các số lẻ trên đường chéo phụ. Sau đó hoàn thiện chương trình theo yêu cầu như sau :\\r\\n\\r\\n**Input**\\r\\n----------\\r\\n* Dòng đầu tiên gồm một số nguyên dương m (1 < m <= 5)\\r\\n* m dòng tiếp theo mỗi dòng chứa m số nguyên dương là các phần tử của mảng ở hàng i (0 <= a[i][j] <= 99, 0 <= i <= m, 0 <= j <= m)\\r\\n\\r\\n**Output**\\r\\n----------\\r\\n* Giá trị tích các số lẻ trên đường chéo phụ (nếu không tồn tại phần tử lẻ nào in ra 1)\\r\\n\\r\\n**Ví dụ:**\\r\\n----------\\r\\n\\r\\n**Input**\\r\\n```\\r\\n3\\r\\n9 1 74 \\r\\n61 7 71 \\r\\n3 46 94  \\r\\n```\\r\\n**Output**\\r\\n```\\r\\n21\\r\\n```"
72,Đếm các phần tử chia hết trong mảng vuông,"Cho mảng vuông kiểu số nguyên gồm m dòng và m cột. Viết hàm đếm số các phần tử chia hết cho 3 trong tam giác phía trên đường chéo chính của mảng. Sau đó hoàn thiện chương trình theo yêu cầu như sau :\\r\\n\\r\\n**Input**\\r\\n----------\\r\\n* Dòng đầu tiên gồm một số nguyên dương m (1 < m <= 150)\\r\\n* m dòng tiếp theo mỗi dòng chứa m số nguyên dương là các phần tử của mảng ở hàng i (0 <= a[i][j] <= 99, 0 <= i <= m, 0 <= j <= m)\\r\\n\\r\\n**Output**\\r\\n----------\\r\\n* số lượng các phần tử chia hết cho 3 trong tam giác phía trên đường chéo chính\\r\\n\\r\\n**Ví dụ:**\\r\\n----------\\r\\n\\r\\n**Input**\\r\\n```\\r\\n3\\r\\n9 1 74 \\r\\n61 7 71 \\r\\n3 46 94  \\r\\n```\\r\\n**Output**\\r\\n```\\r\\n1\\r\\n```"
73,Đếm số lần xuất hiện của x trong mảng vuông,"Cho x là một số nguyên và một mảng vuông kiểu số nguyên gồm m dòng và m cột. Viết hàm đếm số lần xuất hiện của x trong tam giác dưới đường chéo phụ của mảng.Sau đó hoàn thiện chương trình theo yêu cầu như sau :\\r\\n\\r\\n**Input**\\r\\n----------\\r\\n* Dòng đầu tiên gồm hai số nguyên dương m (1 < m <= 150) và x\\r\\n* m dòng tiếp theo mỗi dòng chứa m số nguyên dương là các phần tử của mảng ở hàng i (0 <= a[i][j] <= 99, 0 <= i <= m, 0 <= j <= m)\\r\\n\\r\\n**Output**\\r\\n----------\\r\\n* Số lần xuất hiện của x trong tam giác dưới đường chéo phụ\\r\\n\\r\\n**Ví dụ:**\\r\\n----------\\r\\n\\r\\n**Input**\\r\\n```\\r\\n3 46\\r\\n9 1 74 \\r\\n61 7 71 \\r\\n3 46 94  \\r\\n```\\r\\n**Output**\\r\\n```\\r\\n1\\r\\n```"
74,Sắp xếp các phần tử trong mảng vuông,"Cho mảng vuông kiểu số nguyên gồm m dòng và m cột. Viết hàm sắp xếp các phần tử trên đường chéo chính giảm dần từ trên xuống dưới. Sau đó hoàn thiện chương trình theo yêu cầu như sau :\\r\\n\\r\\n**Input**\\r\\n----------\\r\\n* Dòng đầu tiên gồm một số nguyên dương m (1 < m <= 150)\\r\\n* m dòng tiếp theo mỗi dòng chứa m số nguyên dương là các phần tử của mảng ở hàng i (0 <= a[i][j] <= 99, 0 <= i <= m, 0 <= j <= m)\\r\\n\\r\\n**Output**\\r\\n----------\\r\\n* m dòng, mỗi dòng chứa m số nguyên dương là các phần tử của mảng ở hàng i sau khi sắp xếp các phần tử trên đường chéo chính giảm dần từ trên xuống dưới.\\r\\n\\r\\n**Ví dụ:**\\r\\n----------\\r\\n\\r\\n**Input**\\r\\n```\\r\\n3\\r\\n94 1 74 \\r\\n61 8 71 \\r\\n8 46 94 \\r\\n```\\r\\n**Output**\\r\\n```\\r\\n94  1 74 \\r\\n61 94 71 \\r\\n8  46 8\\r\\n```"
75,Tìm số chẵn cuối cùng trên mảng (dùng con trỏ),Cho mảng một chiều các số nguyên dương có n phần tử (1 <= n <= 1000
77,Quản lý sách 1 (dùng con trỏ),"Khai báo kiểu dữ liệu biểu diễn thông tin của một quyển sách gồm: mã sách, tên sách, tác giả, năm xuất bản, số trang, đơn giá; tiếp tục khai báo kiểu dữ liệu để lưu trữ danh mục các quyển sách. Viết các hàm sau (Lưu ý sử dụng con trỏ để truy xuất phần tử trong mảng):\\r\\n\\r\\n* Nhập thông tin cho n quyển sách (1<=n<=1000).\\r\\n* In các mã sách có năm xuất bản trước năm 2021\\r\\n* Đếm số lượng sách có giá lớn hơn 50000.\\r\\n**Input**\\r\\n----------\\r\\n* Số nguyên dương n (1<=n<=1000)\\r\\n* Thông tin n quyển sách: mã sách, tên sách, tác giả, năm xuất bản, số trang, đơn giá\\r\\n\\r\\n**Output**\\r\\n----------\\r\\n* Các mã sách có năm xuất bản trước năm 2021(mỗi mã sách nằm trên 1 dòng)\\r\\n* Số nguyên k: số lượng sách có giá lớn hơn 50000\\r\\n\\r\\n**Ví dụ :**\\r\\n----------\\r\\n\\r\\n**Input**\\r\\n```\\r\\n2\\r\\nVH001\\r\\nNha gia kim\\r\\nPaulo Coelho\\r\\n2020\\r\\n227\\r\\n60000\\r\\nVH002\\r\\nMua thu cua cay duong\\r\\nKazumi Yumoto\\r\\n2024\\r\\n204\\r\\n75000\\r\\n```\\r\\n**Output**\\r\\n```\\r\\nVH001\\r\\n2\\r\\n```"
78,Đếm các phần tử số nguyên tố trong mảng hai chiều (dùng con trỏ),"Viết hàm nhập mảng hai chiều các số nguyên không âm có m x n phần tử (1 < m, n <= 150"
79,Tính tổng trên mảng vuông (dùng con trỏ),"Cho mảng vuông kiểu số nguyên gồm m dòng và m cột. Viết hàm tính tổng các số chẵn trên đường chéo chính. Sau đó hoàn thiện chương trình theo yêu cầu như sau (Lưu ý sử dụng con trỏ để cấp phát và truy xuất phần tử trong mảng):\\r\\n\\r\\n**Input**\\r\\n----------\\r\\n* Dòng đầu tiên gồm một số nguyên dương m (1 < m <= 150)\\r\\n* m dòng tiếp theo mỗi dòng chứa m số nguyên dương là các phần tử của mảng ở hàng i (0 <= a[i][j] <= 99, 0 <= i <= m, 0 <= j <= m)\\r\\n\\r\\n**Output**\\r\\n----------\\r\\n* Giá trị tổng các số chẵn trên đường chéo chính.\\r\\n\\r\\n**Ví dụ:**\\r\\n----------\\r\\n\\r\\n**Input**\\r\\n```\\r\\n3\\r\\n9 1 74 \\r\\n61 8 71 \\r\\n8 46 94 \\r\\n```\\r\\n**Output**\\r\\n```\\r\\n102\\r\\n```"
81,Mã hoá chuỗi ký tự,"Nhập vào một chuỗi s bao gồm các ký tự chữ cái từ a … z, A …Z, khoảng trắng và các dấu câu. Sau đó mã hoá chuỗi theo cách mỗi\\r\\nchữ cái ch (từ a … z) trong chuỗi s được thay bằng mã số của ch cộng thêm 3, riêng các chữ cái x, y, z trong s được thay bằng a, b, c theo thứ tự.\\r\\n\\r\\n**Input**\\r\\n----------\\r\\n* Chuỗi ký tự (số lượng ký tự tối thiểu là 1 và tối đa là 150)\\r\\n\\r\\n**Output**\\r\\n----------\\r\\n* Chuỗi sau khi mã hoá\\r\\n\\r\\n**Ví dụ:**\\r\\n----------\\r\\n\\r\\n**Input**\\r\\n```\\r\\nI love TVU\\r\\n```\\r\\n**Output**\\r\\n```\\r\\nI oryh TVU\\r\\n```"
82,Mã hoá chuỗi ký tự (dùng còn trỏ),"Nhập vào một chuỗi s bao gồm các ký tự chữ cái từ a … z, A …Z, khoảng trắng và các dấu câu. Sau đó mã hoá chuỗi theo cách mỗi\\r\\nchữ cái ch (từ a … z) trong chuỗi s được thay bằng mã số của ch cộng thêm 3, riêng các chữ cái x, y, z trong s được thay bằng a, b, c theo thứ tự.\\r\\n* Lưu ý: cấp phát và truy xuất chuỗi sử dụng con trỏ\\r\\n**Input**\\r\\n----------\\r\\n* Chuỗi ký tự (số lượng ký tự tối thiểu là 1 và tối đa là 150)\\r\\n\\r\\n**Output**\\r\\n----------\\r\\n* Chuỗi sau khi mã hoá\\r\\n\\r\\n**Ví dụ:**\\r\\n----------\\r\\n\\r\\n**Input**\\r\\n```\\r\\nI love TVU\\r\\n```\\r\\n**Output**\\r\\n```\\r\\nI oryh TVU\\r\\n```"
83,Tìm số lẻ,Cho mảng một chiều các số nguyên dương có n phần tử (1 <= n <= 1000
84,Tìm số lẻ (dùng con trỏ),Cho mảng một chiều các số nguyên dương có n phần tử (1 <= n <= 1000
85,Tìm vị trí lớn nhất cuối cùng,Cho mảng một chiều số thực A có n phần tử (1 <= n <= 1000
