id,code,name,description,time_limit,memory_limit,short_circuit,points,partial,is_public,is_manually_managed,date,og_image,summary,user_count,ac_rate,is_organization_private,group_id,license_id,is_full_markup,pdf_url,source,suggester_id,submission_source_visibility_mode,testcase_visibility_mode,allow_view_feedback,testcase_result_visibility_mode
51,cntt_bai081,Nhập xuất kiểu dữ liệu có cấu trúc,"Khai báo kiểu dữ liệu biểu diễn thông tin của một quyển sách gồm: mã sách, tên sách, tác giả, năm xuất bản, số trang, đơn giá. Viết hàm nhập xuất thông tin cho kiểu dữ liệu này.\\r\\n\\r\\n**Input**\\r\\n----------\\r\\n* Thông tin sách: mã sách, tên sách, tác giả, năm xuất bản, số trang, đơn giá\\r\\n\\r\\n**Output**\\r\\n----------\\r\\n* 6 dòng thông tin sách vừa nhập\\r\\n\\r\\n**Ví dụ 1:**\\r\\n----------\\r\\n\\r\\n**Input**\\r\\n```\\r\\n001\\r\\nNha gia kim\\r\\nPaulo Coelho\\r\\n2020\\r\\n227\\r\\n60000\\r\\n```\\r\\n**Output**\\r\\n```\\r\\n001\\r\\nNha gia kim\\r\\nPaulo Coelho\\r\\n2020\\r\\n227\\r\\n60000\\r\\n```\\r\\n**Ví dụ 2:**\\r\\n----------\\r\\n\\r\\n**Input**\\r\\n```\\r\\nKT002\\r\\nChat GPT thuc chien\\r\\nDich Duong, Phan Trach Ban, Ly The Minh\\r\\n2024\\r\\n263\\r\\n130000\\r\\n```\\r\\n**Output**\\r\\n```\\r\\nKT002\\r\\nChat GPT thuc chien\\r\\nDich Duong, Phan Trach Ban, Ly The Minh\\r\\n2024\\r\\n263\\r\\n130000\\r\\n```",1,262144,0,1,1,1,0,38:31.0,,,44,47.16981132075472,1,1,,0,,,,F,A,0,A
52,cntt_bai082,Nhập xuất mảng dữ liệu có cấu trúc,"Khai báo kiểu dữ liệu biểu diễn thông tin của một quyển sách gồm: mã sách, tên sách, tác giả, năm xuất bản, số trang, đơn giá; tiếp tục khai báo kiểu dữ liệu để lưu trữ danh mục các quyển sách. Viết hàm nhập xuất thông tin cho n quyển sách (1<=n<=1000).\\r\\n\\r\\n**Input**\\r\\n----------\\r\\n* Số nguyên dương n (1<=n<=1000)\\r\\n* Thông tin n quyển sách: mã sách, tên sách, tác giả, năm xuất bản, số trang, đơn giá\\r\\n\\r\\n**Output**\\r\\n----------\\r\\n* Thông tin các quyển sách theo thứ tự: mã sách, tên sách, tác giả, năm xuất bản, số trang, đơn giá (mỗi thông tin nằm trên 1 dòng)\\r\\n\\r\\n**Ví dụ :**\\r\\n----------\\r\\n\\r\\n**Input**\\r\\n```\\r\\n2\\r\\n001\\r\\nNha gia kim\\r\\nPaulo Coelho\\r\\n2020\\r\\n227\\r\\n60000\\r\\nKT002\\r\\nChat GPT thuc chien\\r\\nDich Duong, Phan Trach Ban, Ly The Minh\\r\\n2024\\r\\n263\\r\\n130000\\r\\n```\\r\\n**Output**\\r\\n```\\r\\n001\\r\\nNha gia kim\\r\\nPaulo Coelho\\r\\n2020\\r\\n227\\r\\n60000\\r\\nKT002\\r\\nChat GPT thuc chien\\r\\nDich Duong, Phan Trach Ban, Ly The Minh\\r\\n2024\\r\\n263\\r\\n130000\\r\\n```",1,262144,0,1,1,1,0,15:11.0,,,42,33.56643356643357,1,1,,0,,,,F,A,0,A
53,cntt_bai083,Quản lý sách 1,"Khai báo kiểu dữ liệu biểu diễn thông tin của một quyển sách gồm: mã sách, tên sách, tác giả, năm xuất bản, số trang, đơn giá; tiếp tục khai báo kiểu dữ liệu để lưu trữ danh mục các quyển sách. Viết các hàm sau:\\r\\n\\r\\n* Nhập thông tin cho n quyển sách (1<=n<=1000).\\r\\n* In các mã sách có năm xuất bản trước năm 2021\\r\\n* Đếm số lượng sách có giá lớn hơn 50000\\r\\n\\r\\n**Input**\\r\\n----------\\r\\n* Số nguyên dương n (1<=n<=1000)\\r\\n* Thông tin n quyển sách: mã sách, tên sách, tác giả, năm xuất bản, số trang, đơn giá\\r\\n\\r\\n**Output**\\r\\n----------\\r\\n* Các mã sách có năm xuất bản trước năm 2021(mỗi mã sách nằm trên 1 dòng)\\r\\n* Số nguyên k: số lượng sách có giá lớn hơn 50000\\r\\n\\r\\n**Ví dụ :**\\r\\n----------\\r\\n\\r\\n**Input**\\r\\n```\\r\\n2\\r\\nVH001\\r\\nNha gia kim\\r\\nPaulo Coelho\\r\\n2020\\r\\n227\\r\\n60000\\r\\nVH002\\r\\nMua thu cua cay duong\\r\\nKazumi Yumoto\\r\\n2024\\r\\n204\\r\\n75000\\r\\n```\\r\\n**Output**\\r\\n```\\r\\nVH001\\r\\n2\\r\\n```",1,262144,0,1,1,1,0,19:23.0,,,37,50.617283950617285,1,1,,0,,,,F,A,0,A
54,cntt_bai084,Quản lý sách 2,"Khai báo kiểu dữ liệu biểu diễn thông tin của một quyển sách gồm: mã sách, tên sách, tác giả, năm xuất bản, số trang, đơn giá; tiếp tục khai báo kiểu dữ liệu để lưu trữ danh mục các quyển sách. Viết các hàm sau:\\r\\n\\r\\n* Nhập thông tin cho n quyển sách (1<=n<=1000).\\r\\n* In các mã sách của tác giả Gosho Aoyama\\r\\n\\r\\n**Input**\\r\\n----------\\r\\n* Số nguyên dương n (1<=n<=1000)\\r\\n* Thông tin n quyển sách: mã sách, tên sách, tác giả, năm xuất bản, số trang, đơn giá\\r\\n\\r\\n**Output**\\r\\n----------\\r\\n* Các tên sách của tác giả Gosho Aoyama (mỗi tên sách nằm trên 1 dòng)\\r\\n\\r\\n**Ví dụ :**\\r\\n----------\\r\\n\\r\\n**Input**\\r\\n```\\r\\n3\\r\\nVH001\\r\\nNha gia kim\\r\\nPaulo Coelho\\r\\n2020\\r\\n227\\r\\n60000\\r\\nTT001\\r\\nTham tu lung danh Conan 1\\r\\nGosho Aoyama\\r\\n2024\\r\\n184\\r\\n35000\\r\\nTT002\\r\\nTham tu lung danh Conan 2\\r\\nGosho Aoyama\\r\\n2024\\r\\n180\\r\\n35000\\r\\n\\r\\n```\\r\\n**Output**\\r\\n```\\r\\nTham tu lung danh Conan 1\\r\\nTham tu lung danh Conan 2\\r\\n```",1,262144,0,1,1,1,0,28:42.0,,,36,65.57377049180327,1,1,,0,,,,F,A,0,A
55,cntt_bai091,Nhập xuất thông tin sinh viên,"Quản lý danh sách điểm quá trình của sinh viên gồm: mã số sinh viên, lớp, họ tên, điểm quá trình 1, điểm quá trình 2, điểm trung bình, yêu cầu như sau:\\r\\n* Viết hàm nhập n sinh viên (1<=n<=1000",,,,,,,,,,,,,,,,,,,,,,,
56,cntt_bai092,In danh sách điểm trung bình của sinh viên,"Quản lý danh sách điểm quá trình của sinh viên gồm: mã số sinh viên, lớp, họ tên, điểm quá trình 1, điểm quá trình 2, điểm trung bình, yêu cầu như sau:\\r\\n* Viết hàm nhập n sinh viên (1<=n<=1000",,,,,,,,,,,,,,,,,,,,,,,
57,cntt_bai093,Đếm số lượng sinh viên theo điều kiện điểm,"Quản lý danh sách điểm quá trình của sinh viên gồm: mã số sinh viên, lớp, họ tên, điểm quá trình 1, điểm quá trình 2, điểm trung bình, yêu cầu như sau:\\r\\n* Viết hàm nhập n sinh viên (1<=n<=1000",,,,,,,,,,,,,,,,,,,,,,,
58,cntt_bai094,In danh sách thông tin sinh viên theo điều kiện,"Quản lý danh sách điểm quá trình của sinh viên gồm: mã số sinh viên, lớp, họ tên, điểm quá trình 1, điểm quá trình 2, điểm trung bình, yêu cầu như sau:\\r\\n* Viết hàm nhập n sinh viên (1<=n<=1000",,,,,,,,,,,,,,,,,,,,,,,
59,cntt_bai095,Đếm số lượng sinh viên theo điều kiện điểm,"Quản lý danh sách điểm quá trình của sinh viên gồm: mã số sinh viên, lớp, họ tên, điểm quá trình 1, điểm quá trình 2, điểm trung bình, yêu cầu như sau:\\r\\n* Viết hàm nhập n sinh viên (1<=n<=1000",,,,,,,,,,,,,,,,,,,,,,,
60,cntt_bai096,In danh sách thông tin sinh viên theo điều kiện,"Quản lý danh sách điểm quá trình của sinh viên gồm: mã số sinh viên, lớp, họ tên, điểm quá trình 1, điểm quá trình 2, điểm trung bình, yêu cầu như sau:\\r\\n* Viết hàm nhập n sinh viên (1<=n<=1000",,,,,,,,,,,,,,,,,,,,,,,
61,cntt_bai101,Tính giá trị biểu thức đệ qui 1A,,1,262144,0,1,1,1,0,16:41.0,,,36,46.51162790697674,1,6,,0,/pdf/fe64a376-0598-4aaa-bdf3-fd1393f274b0.pdf,,,S,A,0,A
62,cntt_bai102,Tính giá trị biểu thức đệ qui 1B,,1,262144,0,1,1,1,0,29:34.0,,,39,82,1,6,,0,/pdf/098c7c94-cb07-40aa-971e-17534a4b486b.pdf,,,S,A,0,A
63,cntt_bai103,Tính giá trị biểu thức đệ qui 1C,,1,262144,0,1,1,1,0,34:52.0,,,39,46.59090909090909,1,6,,0,/pdf/3a757b2e-fd83-483d-8181-c9a98d1aabd7.pdf,,,S,A,0,A
64,cntt_bai104,Tính giá trị biểu thức đệ qui 1D,,1,262144,0,1,1,1,0,35:50.0,,,40,57.142857142857146,1,6,,0,/pdf/5eef1079-7ad6-4e70-85d1-3e26d70527b3.pdf,,,S,A,0,A
65,cntt_bai111,Tính giá trị biểu thức đệ qui (hai biến) 2A,,1,262144,0,1,1,1,0,11:00.0,,,38,68.85245901639344,1,6,,0,/pdf/5404a6ef-7d53-4add-a9e7-d83ae4c413a9.pdf,,,S,A,0,A
66,cntt_bai112,Tính giá trị biểu thức đệ qui (hai biến) 2B,,1,262144,0,1,1,1,0,29:45.0,,,41,53.333333333333336,1,6,,0,/pdf/3090852b-b8ce-4775-9cf8-74ac6aae3385.pdf,,,S,A,0,A
67,cntt_bai113,Tính giá trị biểu thức đệ qui (hai biến) 2C,,1,262144,0,1,1,1,0,32:55.0,,,38,75.47169811320755,1,6,,0,/pdf/9df7c9fb-4a80-468f-9bad-21c3765b01e7.pdf,,,S,A,0,A
68,cntt_bai114,Tính giá trị biểu thức đệ qui (hai biến) 2D,,1,262144,0,1,1,1,0,36:39.0,,,35,85.71428571428571,1,6,,0,/pdf/2e077917-e0ca-4847-b7d3-2f810628e399.pdf,,,S,A,0,A
70,cntt_bai121,Tính tổng trên mảng vuông,"Cho mảng vuông kiểu số nguyên gồm m dòng và m cột. Viết hàm tính tổng các số chẵn trên đường chéo chính. Sau đó hoàn thiện chương trình theo yêu cầu như sau :\\r\\n\\r\\n**Input**\\r\\n----------\\r\\n* Dòng đầu tiên gồm một số nguyên dương m (1 < m <= 150)\\r\\n* m dòng tiếp theo mỗi dòng chứa m số nguyên dương là các phần tử của mảng ở hàng i (0 <= a[i][j] <= 99, 0 <= i <= m, 0 <= j <= m)\\r\\n\\r\\n**Output**\\r\\n----------\\r\\n* Giá trị tổng các số chẵn trên đường chéo chính.\\r\\n\\r\\n**Ví dụ:**\\r\\n----------\\r\\n\\r\\n**Input**\\r\\n```\\r\\n3\\r\\n9 1 74 \\r\\n61 8 71 \\r\\n8 46 94 \\r\\n```\\r\\n**Output**\\r\\n```\\r\\n102\\r\\n```",1,262144,0,1,1,1,0,48:50.0,,,43,69.01408450704226,1,6,,0,,,,F,A,0,A
71,cntt_bai122,Tính tích trên mảng vuông,"Cho mảng vuông kiểu số nguyên gồm m dòng và m cột. Viết hàm tính tích các số lẻ trên đường chéo phụ. Sau đó hoàn thiện chương trình theo yêu cầu như sau :\\r\\n\\r\\n**Input**\\r\\n----------\\r\\n* Dòng đầu tiên gồm một số nguyên dương m (1 < m <= 5)\\r\\n* m dòng tiếp theo mỗi dòng chứa m số nguyên dương là các phần tử của mảng ở hàng i (0 <= a[i][j] <= 99, 0 <= i <= m, 0 <= j <= m)\\r\\n\\r\\n**Output**\\r\\n----------\\r\\n* Giá trị tích các số lẻ trên đường chéo phụ (nếu không tồn tại phần tử lẻ nào in ra 1)\\r\\n\\r\\n**Ví dụ:**\\r\\n----------\\r\\n\\r\\n**Input**\\r\\n```\\r\\n3\\r\\n9 1 74 \\r\\n61 7 71 \\r\\n3 46 94  \\r\\n```\\r\\n**Output**\\r\\n```\\r\\n21\\r\\n```",1,262144,0,1,1,1,0,58:51.0,,,41,72.58064516129032,1,6,,0,,,,F,A,0,A
72,cntt_bai123,Đếm các phần tử chia hết trong mảng vuông,"Cho mảng vuông kiểu số nguyên gồm m dòng và m cột. Viết hàm đếm số các phần tử chia hết cho 3 trong tam giác phía trên đường chéo chính của mảng. Sau đó hoàn thiện chương trình theo yêu cầu như sau :\\r\\n\\r\\n**Input**\\r\\n----------\\r\\n* Dòng đầu tiên gồm một số nguyên dương m (1 < m <= 150)\\r\\n* m dòng tiếp theo mỗi dòng chứa m số nguyên dương là các phần tử của mảng ở hàng i (0 <= a[i][j] <= 99, 0 <= i <= m, 0 <= j <= m)\\r\\n\\r\\n**Output**\\r\\n----------\\r\\n* số lượng các phần tử chia hết cho 3 trong tam giác phía trên đường chéo chính\\r\\n\\r\\n**Ví dụ:**\\r\\n----------\\r\\n\\r\\n**Input**\\r\\n```\\r\\n3\\r\\n9 1 74 \\r\\n61 7 71 \\r\\n3 46 94  \\r\\n```\\r\\n**Output**\\r\\n```\\r\\n1\\r\\n```",1,262144,0,1,1,1,0,27:26.0,,,39,66.12903225806451,1,6,,0,,,,F,A,0,A
73,cntt_bai124,Đếm số lần xuất hiện của x trong mảng vuông,"Cho x là một số nguyên và một mảng vuông kiểu số nguyên gồm m dòng và m cột. Viết hàm đếm số lần xuất hiện của x trong tam giác dưới đường chéo phụ của mảng.Sau đó hoàn thiện chương trình theo yêu cầu như sau :\\r\\n\\r\\n**Input**\\r\\n----------\\r\\n* Dòng đầu tiên gồm hai số nguyên dương m (1 < m <= 150) và x\\r\\n* m dòng tiếp theo mỗi dòng chứa m số nguyên dương là các phần tử của mảng ở hàng i (0 <= a[i][j] <= 99, 0 <= i <= m, 0 <= j <= m)\\r\\n\\r\\n**Output**\\r\\n----------\\r\\n* Số lần xuất hiện của x trong tam giác dưới đường chéo phụ\\r\\n\\r\\n**Ví dụ:**\\r\\n----------\\r\\n\\r\\n**Input**\\r\\n```\\r\\n3 46\\r\\n9 1 74 \\r\\n61 7 71 \\r\\n3 46 94  \\r\\n```\\r\\n**Output**\\r\\n```\\r\\n1\\r\\n```",1,262144,0,1,1,1,0,45:40.0,,,32,55,1,6,,0,,,,F,A,0,A
74,cntt_bai125,Sắp xếp các phần tử trong mảng vuông,"Cho mảng vuông kiểu số nguyên gồm m dòng và m cột. Viết hàm sắp xếp các phần tử trên đường chéo chính giảm dần từ trên xuống dưới. Sau đó hoàn thiện chương trình theo yêu cầu như sau :\\r\\n\\r\\n**Input**\\r\\n----------\\r\\n* Dòng đầu tiên gồm một số nguyên dương m (1 < m <= 150)\\r\\n* m dòng tiếp theo mỗi dòng chứa m số nguyên dương là các phần tử của mảng ở hàng i (0 <= a[i][j] <= 99, 0 <= i <= m, 0 <= j <= m)\\r\\n\\r\\n**Output**\\r\\n----------\\r\\n* m dòng, mỗi dòng chứa m số nguyên dương là các phần tử của mảng ở hàng i sau khi sắp xếp các phần tử trên đường chéo chính giảm dần từ trên xuống dưới.\\r\\n\\r\\n**Ví dụ:**\\r\\n----------\\r\\n\\r\\n**Input**\\r\\n```\\r\\n3\\r\\n94 1 74 \\r\\n61 8 71 \\r\\n8 46 94 \\r\\n```\\r\\n**Output**\\r\\n```\\r\\n94  1 74 \\r\\n61 94 71 \\r\\n8  46 8\\r\\n```",1,262144,0,1,1,1,0,55:44.0,,,33,64.0625,1,6,,0,,,,F,A,0,A
75,cntt_bai131,Tìm số chẵn cuối cùng trên mảng (dùng con trỏ),Cho mảng một chiều các số nguyên dương có n phần tử (1 <= n <= 1000,,,,,,,,,,,,,,,,,,,,,,,
77,cntt_bai133,Quản lý sách 1 (dùng con trỏ),"Khai báo kiểu dữ liệu biểu diễn thông tin của một quyển sách gồm: mã sách, tên sách, tác giả, năm xuất bản, số trang, đơn giá; tiếp tục khai báo kiểu dữ liệu để lưu trữ danh mục các quyển sách. Viết các hàm sau (Lưu ý sử dụng con trỏ để truy xuất phần tử trong mảng):\\r\\n\\r\\n* Nhập thông tin cho n quyển sách (1<=n<=1000).\\r\\n* In các mã sách có năm xuất bản trước năm 2021\\r\\n* Đếm số lượng sách có giá lớn hơn 50000.\\r\\n**Input**\\r\\n----------\\r\\n* Số nguyên dương n (1<=n<=1000)\\r\\n* Thông tin n quyển sách: mã sách, tên sách, tác giả, năm xuất bản, số trang, đơn giá\\r\\n\\r\\n**Output**\\r\\n----------\\r\\n* Các mã sách có năm xuất bản trước năm 2021(mỗi mã sách nằm trên 1 dòng)\\r\\n* Số nguyên k: số lượng sách có giá lớn hơn 50000\\r\\n\\r\\n**Ví dụ :**\\r\\n----------\\r\\n\\r\\n**Input**\\r\\n```\\r\\n2\\r\\nVH001\\r\\nNha gia kim\\r\\nPaulo Coelho\\r\\n2020\\r\\n227\\r\\n60000\\r\\nVH002\\r\\nMua thu cua cay duong\\r\\nKazumi Yumoto\\r\\n2024\\r\\n204\\r\\n75000\\r\\n```\\r\\n**Output**\\r\\n```\\r\\nVH001\\r\\n2\\r\\n```",1,262144,0,1,1,1,0,30:50.0,,,27,83.33333333333333,1,6,,0,,,,F,A,0,A
78,cntt_bai134,Đếm các phần tử số nguyên tố trong mảng hai chiều (dùng con trỏ),"Viết hàm nhập mảng hai chiều các số nguyên không âm có m x n phần tử (1 < m, n <= 150",,,,,,,,,,,,,,,,,,,,,,,
79,cntt_bai135,Tính tổng trên mảng vuông (dùng con trỏ),"Cho mảng vuông kiểu số nguyên gồm m dòng và m cột. Viết hàm tính tổng các số chẵn trên đường chéo chính. Sau đó hoàn thiện chương trình theo yêu cầu như sau (Lưu ý sử dụng con trỏ để cấp phát và truy xuất phần tử trong mảng):\\r\\n\\r\\n**Input**\\r\\n----------\\r\\n* Dòng đầu tiên gồm một số nguyên dương m (1 < m <= 150)\\r\\n* m dòng tiếp theo mỗi dòng chứa m số nguyên dương là các phần tử của mảng ở hàng i (0 <= a[i][j] <= 99, 0 <= i <= m, 0 <= j <= m)\\r\\n\\r\\n**Output**\\r\\n----------\\r\\n* Giá trị tổng các số chẵn trên đường chéo chính.\\r\\n\\r\\n**Ví dụ:**\\r\\n----------\\r\\n\\r\\n**Input**\\r\\n```\\r\\n3\\r\\n9 1 74 \\r\\n61 8 71 \\r\\n8 46 94 \\r\\n```\\r\\n**Output**\\r\\n```\\r\\n102\\r\\n```",1,262144,0,1,1,1,0,11:26.0,,,31,94.44444444444444,1,6,,0,,,,F,A,0,A
81,cntt_bai141,Mã hoá chuỗi ký tự,"Nhập vào một chuỗi s bao gồm các ký tự chữ cái từ a … z, A …Z, khoảng trắng và các dấu câu. Sau đó mã hoá chuỗi theo cách mỗi\\r\\nchữ cái ch (từ a … z) trong chuỗi s được thay bằng mã số của ch cộng thêm 3, riêng các chữ cái x, y, z trong s được thay bằng a, b, c theo thứ tự.\\r\\n\\r\\n**Input**\\r\\n----------\\r\\n* Chuỗi ký tự (số lượng ký tự tối thiểu là 1 và tối đa là 150)\\r\\n\\r\\n**Output**\\r\\n----------\\r\\n* Chuỗi sau khi mã hoá\\r\\n\\r\\n**Ví dụ:**\\r\\n----------\\r\\n\\r\\n**Input**\\r\\n```\\r\\nI love TVU\\r\\n```\\r\\n**Output**\\r\\n```\\r\\nI oryh TVU\\r\\n```",1,262144,0,1,1,1,0,27:22.0,,,23,65.11627906976744,1,6,,0,,,,F,A,0,A
82,cntt_bai142,Mã hoá chuỗi ký tự (dùng còn trỏ),"Nhập vào một chuỗi s bao gồm các ký tự chữ cái từ a … z, A …Z, khoảng trắng và các dấu câu. Sau đó mã hoá chuỗi theo cách mỗi\\r\\nchữ cái ch (từ a … z) trong chuỗi s được thay bằng mã số của ch cộng thêm 3, riêng các chữ cái x, y, z trong s được thay bằng a, b, c theo thứ tự.\\r\\n* Lưu ý: cấp phát và truy xuất chuỗi sử dụng con trỏ\\r\\n**Input**\\r\\n----------\\r\\n* Chuỗi ký tự (số lượng ký tự tối thiểu là 1 và tối đa là 150)\\r\\n\\r\\n**Output**\\r\\n----------\\r\\n* Chuỗi sau khi mã hoá\\r\\n\\r\\n**Ví dụ:**\\r\\n----------\\r\\n\\r\\n**Input**\\r\\n```\\r\\nI love TVU\\r\\n```\\r\\n**Output**\\r\\n```\\r\\nI oryh TVU\\r\\n```",1,262144,0,1,1,1,0,52:28.0,,,22,78.94736842105263,1,6,,0,,,,F,A,0,A
83,test1,Tìm số lẻ,Cho mảng một chiều các số nguyên dương có n phần tử (1 <= n <= 1000,,,,,,,,,,,,,,,,,,,,,,,
84,test2,Tìm số lẻ (dùng con trỏ),Cho mảng một chiều các số nguyên dương có n phần tử (1 <= n <= 1000,,,,,,,,,,,,,,,,,,,,,,,
85,da24ttb_test3,Tìm vị trí lớn nhất cuối cùng,Cho mảng một chiều số thực A có n phần tử (1 <= n <= 1000,,,,,,,,,,,,,,,,,,,,,,,
